linkid,site,yr
100635,dh,2019
100636,dh,2017
100636,dh,2019
100639,dh,2017
100640,dh,2018
100640,dh,2019
100641,dh,2017
100646,dh,2018
100646,dh,2019
100647,dh,2017
100647,dh,2018
100652,dh,2017
100652,dh,2018
100652,dh,2019
100655,dh,2019
100656,dh,2018
100656,dh,2019
100657,dh,2017
100657,dh,2019
100658,dh,2017
100658,dh,2018
100658,dh,2019
100660,dh,2017
100660,dh,2018
100660,dh,2019
100664,dh,2018
100664,dh,2019
100666,dh,2017
100666,dh,2018
100666,dh,2019
100669,dh,2017
100669,dh,2018
100670,dh,2018
100671,dh,2017
100671,dh,2019
100672,dh,2017
100672,dh,2018
100672,dh,2019
100675,dh,2017
100676,dh,2017
100676,dh,2019
100678,dh,2019
100681,dh,2019
100683,dh,2017
100683,dh,2019
100684,dh,2017
100686,dh,2018
100686,dh,2019
100689,dh,2018
100690,dh,2017
100690,dh,2019
100693,dh,2017
100693,dh,2018
100693,dh,2019
100695,dh,2018
100696,dh,2018
100697,dh,2017
100697,dh,2019
100698,dh,2019
100699,dh,2017
100701,dh,2017
100701,dh,2018
100701,dh,2019
100704,dh,2017
100704,dh,2018
100704,dh,2019
100705,dh,2017
100705,dh,2018
100705,dh,2019
100711,dh,2017
100711,dh,2018
100711,dh,2019
100712,dh,2017
100712,dh,2018
100712,dh,2019
100714,dh,2017
100714,dh,2018
100714,dh,2019
100715,dh,2017
100715,dh,2018
100715,dh,2019
100717,dh,2017
100717,dh,2018
100718,dh,2019
100719,dh,2018
100719,dh,2019
100720,dh,2017
100720,dh,2019
100721,dh,2019
100722,dh,2018
100723,dh,2017
100724,dh,2017
100724,dh,2018
100724,dh,2019
100726,dh,2017
100726,dh,2018
100726,dh,2019
100728,dh,2017
100728,dh,2018
100728,dh,2019
100729,dh,2017
100733,dh,2018
100734,dh,2019
100735,dh,2018
100737,dh,2017
100739,dh,2017
100739,dh,2018
100739,dh,2019
100744,dh,2017
100744,dh,2018
100745,dh,2017
100745,dh,2018
100745,dh,2019
100749,dh,2018
100749,dh,2019
100754,dh,2017
100754,dh,2019
100757,dh,2017
100763,dh,2017
100763,dh,2018
100763,dh,2019
100764,dh,2019
100767,dh,2017
100767,dh,2018
100767,dh,2019
100768,dh,2017
100768,dh,2018
100768,dh,2019
100769,dh,2017
100769,dh,2018
100769,dh,2019
100770,dh,2017
100770,dh,2018
100770,dh,2019
100774,dh,2017
100774,dh,2018
100775,dh,2017
100775,dh,2018
100776,dh,2017
100776,dh,2019
100777,dh,2018
100778,dh,2017
100778,dh,2018
100778,dh,2019
100780,dh,2017
100780,dh,2018
100780,dh,2019
100781,dh,2017
100781,dh,2018
100784,dh,2017
100785,dh,2017
100785,dh,2018
100785,dh,2019
100788,dh,2018
100788,dh,2019
100789,dh,2018
100791,dh,2017
100792,dh,2018
100792,dh,2019
102348,dh,2017
102348,dh,2018
102348,dh,2019
102349,dh,2017
102349,dh,2018
102349,dh,2019
102350,dh,2017
102350,dh,2018
102350,dh,2019
102352,dh,2017
102352,dh,2018
102352,dh,2019
102354,dh,2017
102354,dh,2018
102354,dh,2019
102355,dh,2017
102355,dh,2019
102356,dh,2017
102356,dh,2018
102356,dh,2019
102357,dh,2018
102357,dh,2019
102359,dh,2017
102359,dh,2018
102359,dh,2019
102360,dh,2018
102360,dh,2019
102361,dh,2017
102361,dh,2018
102361,dh,2019
102362,dh,2017
102362,dh,2018
102362,dh,2019
102364,dh,2017
102364,dh,2018
102364,dh,2019
102365,dh,2017
102365,dh,2018
102365,dh,2019
102366,dh,2017
102366,dh,2018
102366,dh,2019
102367,dh,2017
102367,dh,2018
102367,dh,2019
102369,dh,2017
102369,dh,2018
102369,dh,2019
102370,dh,2017
102370,dh,2018
102370,dh,2019
102371,dh,2017
102371,dh,2018
102371,dh,2019
102372,dh,2019
102373,dh,2017
102373,dh,2018
102373,dh,2019
102374,dh,2017
102374,dh,2018
102374,dh,2019
102375,dh,2017
102375,dh,2018
102375,dh,2019
102376,dh,2017
102376,dh,2018
102376,dh,2019
102377,dh,2017
102377,dh,2018
102377,dh,2019
102379,dh,2019
102380,dh,2017
102380,dh,2018
102380,dh,2019
102381,dh,2017
102381,dh,2018
102381,dh,2019
102382,dh,2017
102382,dh,2018
102382,dh,2019
102383,dh,2017
102383,dh,2018
102383,dh,2019
102384,dh,2017
102384,dh,2018
102384,dh,2019
102385,dh,2017
102385,dh,2018
102385,dh,2019
102386,dh,2017
102386,dh,2018
102386,dh,2019
102388,dh,2017
102388,dh,2018
102388,dh,2019
102390,dh,2017
102390,dh,2018
102390,dh,2019
102391,dh,2018
102391,dh,2019
102392,dh,2017
102392,dh,2018
102392,dh,2019
102393,dh,2017
102393,dh,2018
102393,dh,2019
102394,dh,2017
102394,dh,2018
102394,dh,2019
102396,dh,2017
102396,dh,2018
102396,dh,2019
102397,dh,2017
102397,dh,2018
102397,dh,2019
102398,dh,2017
102398,dh,2018
102398,dh,2019
102401,dh,2017
102401,dh,2018
102401,dh,2019
102402,dh,2017
102402,dh,2018
102402,dh,2019
102404,dh,2017
102404,dh,2018
102404,dh,2019
102405,dh,2017
102405,dh,2018
102405,dh,2019
102406,dh,2017
102406,dh,2018
102406,dh,2019
102407,dh,2018
102407,dh,2019
102408,dh,2017
102408,dh,2019
102410,dh,2017
102410,dh,2018
102410,dh,2019
102411,dh,2017
102411,dh,2018
102411,dh,2019
102412,dh,2019
102414,dh,2018
102414,dh,2019
102415,dh,2017
102415,dh,2018
102415,dh,2019
102416,dh,2017
102416,dh,2018
102416,dh,2019
102418,dh,2017
102418,dh,2018
102418,dh,2019
102419,dh,2017
102419,dh,2018
102419,dh,2019
102420,dh,2017
102420,dh,2018
102420,dh,2019
102421,dh,2018
102421,dh,2019
102422,dh,2017
102422,dh,2018
102422,dh,2019
102423,dh,2017
102423,dh,2018
102423,dh,2019
102424,dh,2017
102424,dh,2018
102424,dh,2019
102425,dh,2017
102425,dh,2018
102425,dh,2019
102426,dh,2017
102426,dh,2018
102426,dh,2019
102427,dh,2017
102427,dh,2018
102427,dh,2019
102428,dh,2017
102428,dh,2018
102428,dh,2019
102429,dh,2017
102429,dh,2018
102429,dh,2019
102430,dh,2017
102430,dh,2018
102430,dh,2019
102431,dh,2019
102432,dh,2017
102432,dh,2018
102432,dh,2019
102433,dh,2017
102433,dh,2018
102433,dh,2019
102435,dh,2017
102435,dh,2018
102435,dh,2019
102436,dh,2017
102436,dh,2018
102436,dh,2019
102437,dh,2017
102437,dh,2018
102437,dh,2019
102438,dh,2017
102438,dh,2018
102438,dh,2019
102439,dh,2019
102440,dh,2017
102440,dh,2018
102440,dh,2019
102441,dh,2017
102441,dh,2018
102441,dh,2019
102442,dh,2017
102442,dh,2018
102442,dh,2019
102443,dh,2017
102443,dh,2018
102443,dh,2019
102446,dh,2017
102446,dh,2018
102446,dh,2019
102447,dh,2017
102447,dh,2018
102447,dh,2019
102448,dh,2017
102448,dh,2018
102448,dh,2019
102449,dh,2017
102449,dh,2018
102449,dh,2019
102452,dh,2019
102453,dh,2017
102453,dh,2018
102453,dh,2019
102454,dh,2017
102454,dh,2018
102454,dh,2019
102455,dh,2017
102455,dh,2018
102455,dh,2019
102457,dh,2017
102457,dh,2018
102457,dh,2019
102458,dh,2017
102458,dh,2018
102458,dh,2019
102459,dh,2017
102459,dh,2018
102459,dh,2019
102460,dh,2017
102460,dh,2018
102460,dh,2019
102461,dh,2017
102461,dh,2018
102461,dh,2019
102462,dh,2017
102462,dh,2018
102462,dh,2019
102464,dh,2017
102464,dh,2018
102464,dh,2019
102465,dh,2018
102465,dh,2019
102466,dh,2017
102466,dh,2018
102466,dh,2019
102467,dh,2017
102467,dh,2018
102467,dh,2019
102469,dh,2019
102470,dh,2017
102470,dh,2018
102470,dh,2019
102471,dh,2017
102471,dh,2019
102472,dh,2017
102472,dh,2018
102472,dh,2019
102473,dh,2017
102473,dh,2018
102473,dh,2019
102474,dh,2017
102474,dh,2018
102474,dh,2019
102475,dh,2018
102475,dh,2019
102476,dh,2017
102476,dh,2018
102476,dh,2019
102477,dh,2017
102477,dh,2018
102477,dh,2019
102478,dh,2017
102478,dh,2018
102478,dh,2019
102479,dh,2017
102479,dh,2018
102479,dh,2019
102480,dh,2017
102480,dh,2018
102480,dh,2019
102482,dh,2017
102482,dh,2018
102482,dh,2019
102483,dh,2017
102483,dh,2018
102483,dh,2019
102485,dh,2017
102485,dh,2018
102485,dh,2019
102486,dh,2017
102486,dh,2018
102486,dh,2019
102487,dh,2017
102487,dh,2018
102487,dh,2019
102489,dh,2017
102489,dh,2018
102489,dh,2019
102490,dh,2017
102490,dh,2018
102490,dh,2019
102491,dh,2017
102491,dh,2018
102491,dh,2019
102492,dh,2017
102492,dh,2018
102492,dh,2019
102493,dh,2017
102493,dh,2018
102493,dh,2019
102494,dh,2017
102494,dh,2018
102494,dh,2019
102495,dh,2018
102495,dh,2019
102496,dh,2017
102496,dh,2018
102496,dh,2019
102497,dh,2017
102497,dh,2018
102497,dh,2019
102498,dh,2017
102498,dh,2018
102498,dh,2019
102499,dh,2017
102499,dh,2018
102499,dh,2019
102500,dh,2017
102500,dh,2018
102500,dh,2019
102501,dh,2017
102501,dh,2018
102501,dh,2019
102502,dh,2017
102502,dh,2018
102502,dh,2019
102503,dh,2017
102503,dh,2018
102503,dh,2019
102505,dh,2017
102505,dh,2018
102505,dh,2019
102506,dh,2017
102506,dh,2018
102506,dh,2019
102507,dh,2017
102507,dh,2018
102507,dh,2019
102508,dh,2017
102508,dh,2018
102508,dh,2019
102509,dh,2017
102509,dh,2018
102509,dh,2019
102510,dh,2018
102510,dh,2019
102511,dh,2017
102511,dh,2018
102511,dh,2019
102512,dh,2017
102512,dh,2018
102512,dh,2019
102513,dh,2017
102513,dh,2019
102514,dh,2017
102514,dh,2018
102514,dh,2019
102515,dh,2017
102515,dh,2018
102515,dh,2019
102516,dh,2017
102516,dh,2018
102516,dh,2019
102517,dh,2017
102517,dh,2018
102517,dh,2019
102518,dh,2017
102518,dh,2018
102518,dh,2019
102519,dh,2019
102521,dh,2017
102521,dh,2018
102521,dh,2019
102522,dh,2017
102522,dh,2018
102522,dh,2019
102523,dh,2017
102523,dh,2018
102523,dh,2019
102524,dh,2017
102524,dh,2018
102524,dh,2019
102525,dh,2017
102525,dh,2018
102525,dh,2019
102526,dh,2017
102526,dh,2018
102526,dh,2019
102527,dh,2017
102527,dh,2018
102527,dh,2019
102528,dh,2017
102528,dh,2018
102528,dh,2019
102529,dh,2017
102529,dh,2018
102529,dh,2019
102530,dh,2017
102530,dh,2018
102530,dh,2019
102532,dh,2017
102532,dh,2018
102532,dh,2019
102533,dh,2017
102533,dh,2018
102533,dh,2019
102534,dh,2017
102534,dh,2018
102534,dh,2019
102535,dh,2017
102535,dh,2018
102535,dh,2019
102537,dh,2017
102537,dh,2018
102537,dh,2019
102538,dh,2017
102538,dh,2018
102538,dh,2019
102539,dh,2017
102539,dh,2018
102539,dh,2019
102542,dh,2017
102542,dh,2018
102542,dh,2019
102543,dh,2017
102543,dh,2018
102543,dh,2019
102544,dh,2017
102544,dh,2018
102544,dh,2019
102546,dh,2017
102546,dh,2018
102546,dh,2019
102547,dh,2017
102547,dh,2018
102547,dh,2019
102548,dh,2017
102548,dh,2018
102548,dh,2019
102549,dh,2017
102549,dh,2018
102549,dh,2019
102550,dh,2017
102550,dh,2018
102550,dh,2019
102551,dh,2018
102551,dh,2019
102552,dh,2019
102553,dh,2017
102553,dh,2018
102553,dh,2019
102554,dh,2017
102554,dh,2018
102554,dh,2019
102555,dh,2017
102555,dh,2018
102555,dh,2019
102556,dh,2017
102556,dh,2018
102556,dh,2019
102558,dh,2017
102558,dh,2018
102558,dh,2019
102559,dh,2017
102559,dh,2018
102559,dh,2019
102561,dh,2017
102561,dh,2018
102561,dh,2019
102562,dh,2017
102562,dh,2018
102562,dh,2019
102563,dh,2017
102563,dh,2018
102563,dh,2019
102564,dh,2017
102564,dh,2018
102564,dh,2019
102565,dh,2017
102565,dh,2018
102565,dh,2019
102567,dh,2017
102567,dh,2018
102567,dh,2019
102568,dh,2017
102568,dh,2018
102568,dh,2019
102569,dh,2017
102569,dh,2018
102569,dh,2019
102570,dh,2017
102570,dh,2018
102570,dh,2019
102571,dh,2017
102571,dh,2018
102571,dh,2019
102572,dh,2017
102572,dh,2018
102572,dh,2019
102573,dh,2017
102573,dh,2018
102573,dh,2019
102574,dh,2017
102574,dh,2018
102574,dh,2019
102575,dh,2017
102575,dh,2018
102575,dh,2019
102576,dh,2017
102576,dh,2018
102576,dh,2019
102577,dh,2017
102577,dh,2018
102577,dh,2019
102579,dh,2017
102579,dh,2018
102579,dh,2019
102580,dh,2017
102580,dh,2018
102580,dh,2019
102581,dh,2019
102583,dh,2017
102583,dh,2018
102583,dh,2019
102585,dh,2017
102585,dh,2018
102585,dh,2019
102586,dh,2017
102586,dh,2018
102586,dh,2019
102587,dh,2017
102587,dh,2018
102587,dh,2019
102588,dh,2017
102588,dh,2018
102588,dh,2019
102589,dh,2017
102589,dh,2018
102589,dh,2019
102590,dh,2017
102590,dh,2019
102591,dh,2017
102591,dh,2018
102591,dh,2019
102592,dh,2017
102592,dh,2018
102592,dh,2019
102593,dh,2017
102593,dh,2018
102593,dh,2019
102594,dh,2017
102594,dh,2018
102594,dh,2019
102595,dh,2017
102595,dh,2018
102595,dh,2019
102596,dh,2017
102596,dh,2018
102596,dh,2019
102597,dh,2017
102597,dh,2018
102597,dh,2019
102598,dh,2017
102598,dh,2018
102598,dh,2019
102599,dh,2017
102599,dh,2018
102599,dh,2019
102600,dh,2017
102600,dh,2018
102600,dh,2019
102601,dh,2017
102601,dh,2018
102601,dh,2019
102602,dh,2017
102602,dh,2018
102602,dh,2019
102603,dh,2017
102603,dh,2018
102603,dh,2019
102604,dh,2017
102604,dh,2018
102604,dh,2019
102605,dh,2017
102605,dh,2018
102605,dh,2019
102606,dh,2017
102606,dh,2018
102606,dh,2019
102607,dh,2017
102607,dh,2018
102607,dh,2019
102608,dh,2017
102608,dh,2018
102608,dh,2019
102609,dh,2017
102609,dh,2018
102609,dh,2019
102610,dh,2017
102610,dh,2018
102610,dh,2019
102611,dh,2017
102611,dh,2018
102611,dh,2019
102612,dh,2017
102612,dh,2018
102612,dh,2019
102613,dh,2017
102613,dh,2018
102613,dh,2019
102614,dh,2017
102614,dh,2018
102614,dh,2019
102615,dh,2017
102615,dh,2018
102615,dh,2019
102616,dh,2017
102616,dh,2018
102616,dh,2019
102617,dh,2017
102617,dh,2018
102617,dh,2019
102618,dh,2017
102618,dh,2018
102618,dh,2019
102619,dh,2017
102619,dh,2018
102619,dh,2019
102620,dh,2017
102620,dh,2018
102620,dh,2019
102621,dh,2017
102621,dh,2018
102621,dh,2019
102622,dh,2017
102622,dh,2018
102622,dh,2019
102623,dh,2017
102623,dh,2018
102623,dh,2019
102624,dh,2017
102624,dh,2018
102624,dh,2019
102625,dh,2017
102625,dh,2018
102625,dh,2019
102626,dh,2017
102626,dh,2018
102626,dh,2019
102627,dh,2017
102627,dh,2018
102627,dh,2019
102628,dh,2017
102628,dh,2018
102628,dh,2019
102629,dh,2017
102629,dh,2018
102629,dh,2019
102630,dh,2017
102630,dh,2018
102630,dh,2019
102631,dh,2017
102631,dh,2018
102631,dh,2019
102632,dh,2017
102632,dh,2018
102632,dh,2019
102633,dh,2017
102633,dh,2018
102633,dh,2019
102634,dh,2017
102634,dh,2018
102634,dh,2019
102635,dh,2017
102635,dh,2018
102635,dh,2019
102636,dh,2017
102636,dh,2018
102636,dh,2019
102637,dh,2017
102637,dh,2018
102637,dh,2019
102638,dh,2017
102638,dh,2018
102638,dh,2019
102639,dh,2017
102639,dh,2018
102639,dh,2019
102640,dh,2017
102640,dh,2018
102640,dh,2019
102641,dh,2017
102641,dh,2018
102641,dh,2019
102642,dh,2017
102642,dh,2018
102642,dh,2019
102643,dh,2017
102643,dh,2018
102643,dh,2019
102644,dh,2017
102644,dh,2018
102644,dh,2019
102645,dh,2017
102645,dh,2018
102645,dh,2019
102646,dh,2017
102646,dh,2018
102646,dh,2019
102647,dh,2018
102647,dh,2019
102648,dh,2017
102648,dh,2018
102648,dh,2019
102649,dh,2017
102649,dh,2018
102649,dh,2019
102650,dh,2017
102650,dh,2018
102650,dh,2019
102651,dh,2017
102651,dh,2018
102651,dh,2019
102652,dh,2017
102652,dh,2018
102652,dh,2019
102653,dh,2017
102653,dh,2018
102653,dh,2019
102654,dh,2017
102654,dh,2018
102654,dh,2019
102655,dh,2017
102655,dh,2018
102655,dh,2019
102656,dh,2017
102656,dh,2018
102656,dh,2019
102657,dh,2017
102657,dh,2018
102657,dh,2019
102658,dh,2017
102658,dh,2018
102658,dh,2019
102659,dh,2017
102659,dh,2019
102660,dh,2017
102660,dh,2018
102660,dh,2019
102661,dh,2017
102661,dh,2018
102661,dh,2019
102662,dh,2017
102662,dh,2018
102662,dh,2019
102663,dh,2017
102663,dh,2018
102663,dh,2019
102664,dh,2017
102664,dh,2018
102664,dh,2019
102665,dh,2017
102665,dh,2018
102665,dh,2019
102666,dh,2017
102666,dh,2018
102666,dh,2019
102667,dh,2017
102667,dh,2018
102667,dh,2019
102668,dh,2017
102668,dh,2018
102668,dh,2019
102669,dh,2017
102669,dh,2018
102669,dh,2019
102670,dh,2017
102670,dh,2018
102670,dh,2019
102671,dh,2017
102671,dh,2018
102671,dh,2019
102672,dh,2017
102672,dh,2018
102672,dh,2019
102673,dh,2017
102673,dh,2018
102673,dh,2019
102674,dh,2017
102674,dh,2018
102674,dh,2019
102675,dh,2017
102675,dh,2018
102675,dh,2019
102676,dh,2017
102676,dh,2018
102676,dh,2019
102677,dh,2017
102677,dh,2018
102677,dh,2019
102678,dh,2017
102678,dh,2018
102678,dh,2019
102679,dh,2017
102679,dh,2018
102679,dh,2019
102680,dh,2017
102680,dh,2018
102680,dh,2019
102681,dh,2017
102681,dh,2018
102681,dh,2019
102682,dh,2017
102682,dh,2018
102682,dh,2019
102683,dh,2017
102683,dh,2018
102683,dh,2019
102684,dh,2017
102684,dh,2018
102684,dh,2019
102685,dh,2017
102685,dh,2018
102685,dh,2019
102686,dh,2017
102686,dh,2018
102686,dh,2019
102687,dh,2017
102687,dh,2018
102687,dh,2019
102688,dh,2017
102688,dh,2018
102688,dh,2019
102689,dh,2017
102689,dh,2018
102689,dh,2019
102690,dh,2017
102690,dh,2018
102690,dh,2019
102691,dh,2017
102691,dh,2018
102691,dh,2019
102692,dh,2017
102692,dh,2018
102692,dh,2019
102693,dh,2017
102693,dh,2018
102693,dh,2019
102694,dh,2017
102694,dh,2018
102694,dh,2019
102695,dh,2017
102695,dh,2018
102695,dh,2019
102696,dh,2017
102696,dh,2018
102696,dh,2019
102697,dh,2017
102697,dh,2018
102697,dh,2019
102698,dh,2017
102698,dh,2018
102698,dh,2019
102699,dh,2017
102699,dh,2018
102699,dh,2019
102700,dh,2017
102700,dh,2018
102700,dh,2019
102701,dh,2018
102701,dh,2019
102702,dh,2017
102702,dh,2018
102702,dh,2019
102703,dh,2017
102703,dh,2018
102703,dh,2019
102704,dh,2017
102704,dh,2018
102704,dh,2019
102705,dh,2017
102705,dh,2018
102705,dh,2019
102706,dh,2017
102706,dh,2018
102706,dh,2019
102707,dh,2017
102707,dh,2018
102707,dh,2019
102708,dh,2017
102708,dh,2018
102708,dh,2019
102709,dh,2017
102709,dh,2018
102709,dh,2019
102710,dh,2017
102710,dh,2018
102710,dh,2019
102711,dh,2017
102711,dh,2018
102711,dh,2019
102712,dh,2017
102712,dh,2018
102712,dh,2019
102713,dh,2017
102713,dh,2018
102713,dh,2019
102714,dh,2017
102714,dh,2018
102714,dh,2019
102715,dh,2017
102715,dh,2018
